OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-33800,2025-076H,2025-05-08T06:00:02.000160,15.59479042,.0001358,42.9997,251.6191,260.3815,332.1749,0,U,63576,999,503,-.19893E-1,-.1450795E-1,0
STARLINK-33632,2025-076J,2025-05-08T06:00:02.000160,15.59479454,.0001519,42.9998,251.6046,262.7291,335.5781,0,U,63577,999,501,-.19897E-1,-.1451152E-1,0
STARLINK-33719,2025-076K,2025-05-08T06:00:02.000160,15.59478757,.0001315,42.9996,251.6148,257.0016,337.4711,0,U,63578,999,498,-.19887E-1,-.145037E-1,0
STARLINK-33755,2025-076L,2025-04-30T22:13:26.757696,15.97846496,.0004065,43.0024,294.9912,325.0239,152.6343,0,U,63579,999,388,.1E-3,.44626E-3,.9304E-5
STARLINK-33752,2025-076M,2025-05-08T06:00:02.000160,15.59478448,.0001387,42.9997,251.5993,256.4473,343.7768,0,U,63580,999,493,-.1988E-1,-.1449929E-1,0
STARLINK-33714,2025-076N,2025-05-08T06:00:02.000160,15.59479636,.0001428,42.9996,251.5942,254.9227,347.2183,0,U,63581,999,493,-.19895E-1,-.1450988E-1,0
STARLINK-33814,2025-076P,2025-05-07T22:00:01.999584,15.60556867,.0001161,42.9995,253.5681,270.9772,258.7880,0,U,63582,999,485,-.19247E-1,-.1462006E-1,0
STARLINK-33817,2025-076Q,2025-05-08T06:00:02.000160,15.59479440,.0001297,42.9997,251.5848,255.0069,350.9676,0,U,63583,999,482,-.19882E-1,-.1450069E-1,0
STARLINK-33820,2025-076R,2025-05-08T06:00:02.000160,15.59479059,.0001474,42.9995,251.5707,255.4021,356.3245,0,U,63584,999,503,-.19883E-1,-.1450196E-1,0
STARLINK-33813,2025-076S,2025-05-08T06:00:02.000160,15.59479188,.0001331,42.9996,251.5813,254.7246,353.1672,0,U,63585,999,486,-.19878E-1,-.144981E-1,0
STARLINK-33834,2025-076T,2025-05-08T06:00:02.000160,15.59478766,.0001425,42.9996,251.5646,254.4346,359.2089,0,U,63586,999,503,-.19873E-1,-.1449505E-1,0
STARLINK-33830,2025-076U,2025-05-08T06:00:02.000160,15.59478703,.0001443,42.9997,251.5546,260.0905,357.3874,0,U,63587,999,501,-.19872E-1,-.1449445E-1,0
STARLINK-33651,2025-076V,2025-05-08T06:00:02.000160,15.59478500,.000135,42.9996,251.5611,254.1960,1.3645,0,U,63588,999,503,-.19863E-1,-.1448804E-1,0
STARLINK-33788,2025-076W,2025-05-07T22:00:01.999584,15.60557187,.000117,42.9996,253.5542,270.6707,264.8456,0,U,63589,999,485,-.19254E-1,-.1462503E-1,0
STARLINK-33805,2025-076X,2025-05-08T06:00:02.000160,15.59478749,.0001468,42.9996,251.5507,253.6396,5.7551,0,U,63590,999,498,-.19871E-1,-.1449393E-1,0
STARLINK-33702,2025-076Y,2025-05-08T06:00:02.000160,15.59478527,.0001374,42.9996,251.5462,253.7518,7.5598,0,U,63591,999,501,-.19861E-1,-.1448685E-1,0
STARLINK-33666,2025-076Z,2025-05-08T06:00:02.000160,15.59478382,.0001556,42.9996,251.5418,257.3713,5.8580,0,U,63592,999,501,-.19869E-1,-.1449285E-1,0
STARLINK-33723,2025-076AA,2025-05-08T06:00:02.000160,15.59477011,.0001469,42.9996,251.5370,259.3697,5.7769,0,U,63593,999,482,-.19852E-1,-.1448064E-1,0
STARLINK-33791,2025-076AB,2025-05-08T06:00:02.000160,15.59477073,.0001418,42.9996,251.5305,260.7464,6.3179,0,U,63594,999,482,-.1985E-1,-.1447913E-1,0
STARLINK-33831,2025-076AC,2025-05-06T01:48:04.374432,15.78221227,.0003116,42.9964,263.3218,15.5955,344.5011,0,U,63595,999,473,-.35728E-3,-.63259E-3,0
SHIYAN-27 A,2025-078A,2025-05-08T05:46:56.222400,13.57198970,.0000895,99.6917,136.5509,89.2067,270.9174,0,U,63599,999,260,.16467E-3,.73E-6,0
SHIYAN-27 B,2025-078B,2025-05-07T21:49:17.115168,13.57199522,.0000967,99.6929,136.1437,88.6945,271.4304,0,U,63600,999,255,.1452E-3,.59E-6,0
SHIYAN-27 C,2025-078C,2025-05-07T22:24:39.389472,13.57198389,.000095,99.6925,136.2815,89.6555,270.4692,0,U,63601,999,256,.1236E-3,.44E-6,0
SHIYAN-27 D,2025-078D,2025-05-08T05:11:34.330848,13.57198742,.0000933,99.6945,136.4224,91.1186,269.0059,0,U,63602,999,259,.13129E-3,.49E-6,0
SHIYAN-27 E,2025-078E,2025-05-07T23:17:39.880608,13.57199312,.0000952,99.6911,136.2276,93.1105,267.0142,0,U,63603,999,256,.12551E-3,.45E-6,0
SHIYAN-27 F,2025-078F,2025-05-08T06:04:35.647104,13.57198270,.0000987,99.6919,136.5354,89.0377,271.0875,0,U,63604,999,260,.15402E-3,.66E-6,0
CZ-6A R/B,2025-078G,2025-05-08T00:15:53.675424,13.94745081,.0107096,99.7013,137.4092,58.3280,302.8270,0,U,63605,999,263,.10752E-3,.103E-5,0
DRAGON CRS-32,2025-080A,2025-05-07T12:15:46.608768,15.49392895,.0002315,51.6346,148.5519,86.8352,273.2901,0,U,63628,999,50854,.14445E-3,.7625E-4,0
TJS-17 AKM,2025-073C,2025-05-07T06:02:18.339360,0.98859866,.0010653,0.0435,35.1733,123.7510,201.1167,0,U,63629,999,22,0,.32E-6,0
425SAT-3,2025-081A,2025-05-07T23:05:00.566304,14.97156650,.0006424,45.3992,276.8623,248.3036,111.7157,0,U,63630,999,238,.42464E-3,.4757E-4,0
TOMORROW-S9,2025-081B,2025-05-07T21:19:56.373024,14.97687701,.0003262,45.3930,277.1561,253.8932,106.1587,0,U,63631,999,237,.19477E-3,.209E-4,0
SHENZHOU-20 (SZ-20),2025-082A,2025-05-04T19:03:19.992096,15.61213922,.0005732,41.4647,284.5220,207.6991,152.3543,0,U,63632,999,22937,.20128E-3,.17249E-3,0
STARLINK-33879,2025-083A,2025-05-07T12:37:51.651264,15.84508896,.000256,42.9963,301.1991,260.1102,99.9481,0,U,63634,999,316,.60045E-3,.144117E-2,0
STARLINK-33854,2025-083B,2025-05-07T12:37:51.119904,15.83590336,.0003921,42.9960,301.1984,244.6071,115.4396,0,U,63635,999,316,.4562E-3,.104202E-2,0
STARLINK-33864,2025-083C,2025-05-07T18:40:43.620096,15.82695641,.0002919,42.9962,299.6452,146.5693,213.5363,0,U,63636,999,323,.50432E-3,.110519E-2,0
STARLINK-33832,2025-083D,2025-05-07T12:36:45.258912,15.83618185,.0004141,42.9965,301.1925,247.5667,112.4766,0,U,63637,999,316,.60101E-3,.138182E-2,0
STARLINK-33856,2025-083E,2025-05-07T18:39:35.790912,15.82698059,.0003407,42.9963,299.6391,141.9338,218.1775,0,U,63638,999,320,.45138E-3,.98746E-3,0
STARLINK-33876,2025-083F,2025-05-06T23:00:02.363616,15.86794145,.0002188,43.0001,304.6895,287.0021,73.0613,0,U,63639,999,307,-.13996E-3,-.37489E-3,0
STARLINK-33859,2025-083G,2025-05-07T18:38:21.431616,15.82674233,.0004869,42.9964,299.6327,262.2130,97.8189,0,U,63640,999,320,.49092E-3,.107473E-2,0
STARLINK-33826,2025-083H,2025-05-06T22:58:55.498656,15.86858053,.0002172,42.9997,304.6815,275.2276,84.8350,0,U,63641,999,307,-.14353E-3,-.38546E-3,0
STARLINK-33836,2025-083J,2025-05-06T22:58:14.948544,15.86782038,.0002155,43.0007,304.6783,247.9683,112.0962,0,U,63642,999,307,-.22479E-3,-.59677E-3,0
STARLINK-33558,2025-083K,2025-05-06T22:57:37.254816,15.86855729,.0002271,43.0004,304.6755,285.9430,74.1193,0,U,63643,999,307,-.18891E-3,-.50478E-3,0
STARLINK-33852,2025-083L,2025-05-07T18:36:03.211488,15.83366757,.0006204,42.9966,299.6195,231.8125,128.2189,0,U,63644,999,323,.58315E-3,.132472E-2,0
STARLINK-33835,2025-083M,2025-05-06T22:56:28.019904,15.86862362,.0002286,42.9999,304.6678,269.0694,90.9917,0,U,63645,999,310,-.2818E-3,-.74835E-3,0
STARLINK-33661,2025-083N,2025-05-06T22:55:50.025504,15.86922005,.0002389,43.0000,304.6649,268.7776,91.2824,0,U,63646,999,310,-.23445E-3,-.62628E-3,0
STARLINK-33729,2025-083P,2025-05-06T22:55:12.696384,15.87065909,.0002065,43.0003,304.6619,269.2537,90.8099,0,U,63647,999,307,-.13265E-3,-.36041E-3,0
STARLINK-33717,2025-083Q,2025-05-07T18:33:32.017536,15.82616086,.0003536,42.9962,299.6040,139.4495,220.6641,0,U,63648,999,320,.48728E-3,.106327E-2,0
STARLINK-33684,2025-083R,2025-05-06T22:54:05.699232,15.86959602,.0002149,43.0003,304.6551,263.8093,96.2536,0,U,63649,999,307,-.26747E-3,-.71424E-3,0
STARLINK-33704,2025-083S,2025-05-06T22:52:46.952544,15.86964885,.0001805,43.0002,304.6478,279.1971,80.8698,0,U,63650,999,307,-.21907E-3,-.58698E-3,0
STARLINK-33705,2025-083T,2025-05-06T22:52:09.493824,15.86969402,.0001838,43.0000,304.6446,269.0573,91.0090,0,U,63651,999,310,-.23846E-3,-.6382E-3,0
STARLINK-33663,2025-083U,2025-05-06T22:51:37.273536,15.87002392,.0001963,43.0001,304.6414,271.9944,88.0705,0,U,63652,999,307,-.24151E-3,-.64729E-3,0
STARLINK-33866,2025-083V,2025-05-06T22:50:34.186848,15.87134245,.00023,43.0001,304.6346,263.1933,96.8678,0,U,63653,999,310,-.24365E-3,-.6572E-3,0
STARLINK-33849,2025-083W,2025-05-07T12:25:15.417984,15.82373614,.0000464,42.9967,301.1267,344.8906,15.1952,0,U,63654,999,316,.62272E-3,.134893E-2,0
STARLINK-33873,2025-083X,2025-05-06T22:51:08.396928,15.87024747,.0002106,43.0002,304.6387,272.5835,87.4798,0,U,63655,999,310,-.24734E-3,-.66341E-3,0
STARLINK-33772,2025-083Y,2025-05-07T12:25:15.380832,15.83591555,.0005281,42.9967,301.1265,241.3636,118.6705,0,U,63656,999,319,.63036E-3,.144936E-2,0
STARLINK-33789,2025-083Z,2025-05-07T18:27:32.269536,15.82503899,.0003576,42.9965,299.5694,139.5555,220.5583,0,U,63657,999,323,.46656E-3,.101186E-2,0
STARLINK-33822,2025-083AA,2025-05-07T12:24:00.205056,15.82173541,.0000889,42.9966,301.1190,37.2248,322.8686,0,U,63658,999,319,.62145E-3,.133333E-2,0
STARLINK-33771,2025-083AB,2025-05-07T11:55:26.562144,15.67110752,.0006335,42.9978,301.8606,227.3044,132.7289,0,U,63659,999,318,.53156E-3,.58507E-3,0
STARLINK-33810,2025-083AC,2025-05-07T18:26:52.229184,15.82516744,.000288,42.9965,299.5663,228.2383,131.8243,0,U,63660,999,323,.57546E-3,.125339E-2,0
STARLINK-33823,2025-083AD,2025-05-06T22:53:27.056832,15.86959458,.0001968,42.9998,304.6508,273.8444,86.2204,0,U,63661,999,310,-.21338E-3,-.57185E-3,0
TIANLIAN 2-05,2025-084A,2025-04-27T21:37:19.144992,2.28021945,.7305058,27.1335,91.6460,179.5024,182.3964,0,U,63662,999,1,.12198E-2,.1731E-3,.21908E-6
CZ-3B R/B,2025-084B,2025-05-07T23:22:01.981056,2.37912775,.7235611,27.1538,88.0612,185.2054,157.9149,0,U,63663,999,24,.14793E-2,.43021E-3,-.43005E-6
STARLINK-11651 [DTC],2025-085A,2025-05-07T22:00:01.999584,15.81583289,.0001889,43.0069,325.0884,272.5275,28.5678,0,U,63664,999,212,-.56403E-2,-.1033469E-1,0
STARLINK-11672 [DTC],2025-085B,2025-05-07T22:00:01.999584,15.83950672,.0001727,43.0069,325.0654,264.7393,45.5284,0,U,63665,999,271,-.48836E-2,-.1005081E-1,0
STARLINK-11664 [DTC],2025-085C,2025-05-07T22:00:01.999584,15.84736881,.0002261,43.0068,325.0585,271.1167,41.9025,0,U,63666,999,212,.13839E-3,.32724E-3,0
STARLINK-11666 [DTC],2025-085D,2025-05-08T06:00:02.000160,15.84782206,.0002247,43.0068,322.9970,266.3939,153.5539,0,U,63667,999,206,-.25673E-3,-.61777E-3,0
STARLINK-11663 [DTC],2025-085E,2025-05-07T22:00:01.999584,15.84742859,.000164,43.0069,325.0446,259.7078,58.7108,0,U,63668,999,212,.74572E-4,.17348E-3,0
STARLINK-11595 [DTC],2025-085F,2025-05-08T06:00:02.000160,15.84779949,.000191,43.0069,322.9855,266.5860,158.0234,0,U,63669,999,281,-.24084E-3,-.58002E-3,0
STARLINK-11599 [DTC],2025-085G,2025-05-07T22:00:01.999584,15.84767608,.0001537,43.0069,325.0332,228.4788,94.6740,0,U,63670,999,212,-.8666E-4,-.21301E-3,0
STARLINK-11603 [DTC],2025-085H,2025-05-07T22:00:01.999584,15.84788094,.0001299,43.0069,325.0257,259.0406,66.9967,0,U,63671,999,212,-.19119E-3,-.46234E-3,0
STARLINK-11644 [DTC],2025-085J,2025-05-08T06:00:02.000160,15.84779800,.0001433,43.0069,322.9666,266.1005,166.0294,0,U,63672,999,217,-.2425E-3,-.5839E-3,0
STARLINK-11634 [DTC],2025-085K,2025-05-08T06:00:02.000160,15.84783471,.0001736,43.0061,322.9582,266.9993,167.8296,0,U,63673,999,216,-.26793E-3,-.64425E-3,0
STARLINK-11656 [DTC],2025-085L,2025-05-08T06:00:02.000160,15.84791590,.0001847,43.0070,322.9523,238.9841,198.8905,0,U,63674,999,216,-.29769E-3,-.71492E-3,0
STARLINK-11655 [DTC],2025-085M,2025-05-08T06:00:02.000160,15.84780602,.0001685,43.0061,322.9428,265.1646,175.9188,0,U,63675,999,217,-.22214E-3,-.53568E-3,0
STARLINK-11661 [DTC],2025-085N,2025-05-07T22:00:01.999584,15.84740816,.0001729,43.0070,324.9902,240.7262,99.4858,0,U,63676,999,276,.24617E-3,.58829E-3,0
STARLINK-33816,2025-085P,2025-05-07T22:00:01.999584,15.82401848,.0001635,43.0070,324.9956,263.3572,74.2299,0,U,63677,999,213,-.56748E-2,-.1094249E-1,0
STARLINK-33861,2025-085Q,2025-05-07T22:00:01.999584,15.82429923,.0001851,43.0067,324.9913,273.8884,65.3919,0,U,63678,999,202,-.566E-2,-.1093094E-1,0
STARLINK-33850,2025-085R,2025-05-07T22:00:01.999584,15.82446047,.0001792,43.0068,324.9862,273.8080,67.6018,0,U,63679,999,202,-.57282E-2,-.1105669E-1,0
STARLINK-33887,2025-085S,2025-05-07T22:00:01.999584,15.82460045,.0001683,43.0069,324.9805,264.3241,79.3395,0,U,63680,999,208,-.58227E-2,-.1122654E-1,0
STARLINK-33886,2025-085T,2025-05-07T22:00:01.999584,15.82472784,.0001708,43.0069,324.9751,260.6706,85.1455,0,U,63681,999,202,-.587E-2,-.1131457E-1,0
STARLINK-33840,2025-085U,2025-05-07T22:00:01.999584,15.82496469,.000171,43.0067,324.9639,273.0708,76.9224,0,U,63682,999,202,-.59229E-2,-.114174E-1,0
STARLINK-33851,2025-085V,2025-05-07T22:00:01.999584,15.82495650,.000157,43.0067,324.9699,263.0213,84.7135,0,U,63683,999,202,-.58983E-2,-.113738E-1,0
STARLINK-33853,2025-085W,2025-05-08T06:00:02.000160,15.81703285,.0001599,43.0067,322.9128,263.9293,189.0757,0,U,63684,999,207,-.65843E-2,-.1213399E-1,0
STARLINK-33847,2025-085X,2025-05-08T06:00:02.000160,15.81704848,.0001686,43.0068,322.9017,270.8376,186.6427,0,U,63685,999,207,-.67282E-2,-.1237009E-1,0
STARLINK-33880,2025-085Y,2025-05-08T06:00:02.000160,15.81703297,.0001588,43.0067,322.9068,263.3451,191.9293,0,U,63686,999,218,-.66598E-2,-.1225727E-1,0
HULIANWANG DIGUI A,2025-086A,2025-05-07T21:55:34.310784,13.40523408,.0011513,86.5010,89.7336,280.5159,79.4686,0,U,63687,999,121,.18479E-3,.116E-5,0
HULIANWANG DIGUI B,2025-086B,2025-05-08T04:57:56.871936,13.41298283,.0008348,86.5039,89.6288,269.1201,90.8986,0,U,63688,999,123,.22774E-3,.142E-5,0
HULIANWANG DIGUI C,2025-086C,2025-05-07T21:48:47.116224,13.41242225,.0009444,86.5005,89.7307,266.0066,93.9998,0,U,63689,999,119,.1905E-3,.121E-5,0
HULIANWANG DIGUI D,2025-086D,2025-05-07T21:49:22.088352,13.41181602,.0008943,86.5045,89.7350,269.3822,90.6297,0,U,63690,999,119,.19621E-3,.124E-5,0
HULIANWANG DIGUI E,2025-086E,2025-05-07T21:49:57.622944,13.41119746,.0010175,86.5052,89.7358,270.3099,89.6879,0,U,63691,999,119,.18365E-3,.117E-5,0
HULIANWANG DIGUI F,2025-086F,2025-05-07T21:51:18.245376,13.40980405,.0008931,86.4990,89.7297,276.3079,83.7047,0,U,63692,999,119,.18766E-3,.119E-5,0
HULIANWANG DIGUI G,2025-086G,2025-05-07T21:51:41.179392,13.40941634,.0009799,86.5039,89.7335,279.4658,80.5378,0,U,63693,999,119,.20768E-3,.13E-5,0
HULIANWANG DIGUI H,2025-086H,2025-05-07T21:52:20.377344,13.40876033,.0010889,86.5000,89.7311,275.1014,84.8886,0,U,63694,999,119,.2113E-3,.132E-5,0
HULIANWANG DIGUI J,2025-086J,2025-05-07T21:53:08.201472,13.40791249,.0010037,86.4963,89.7273,277.3794,82.6208,0,U,63695,999,119,.20724E-3,.129E-5,0
HULIANWANG DIGUI K,2025-086K,2025-05-07T21:53:45.533184,13.40710259,.0011153,86.4992,89.7323,273.8356,86.1512,0,U,63696,999,119,.20175E-3,.126E-5,0
STARLINK-33894,2025-087A,2025-05-07T22:00:01.999584,15.91557816,.0000759,53.1559,211.2635,56.0495,344.1138,0,U,63697,999,144,-.31458E-2,-.1045187E-1,.33011E-3
STARLINK-33922,2025-087B,2025-05-07T22:00:01.999584,15.91598057,.0000891,53.1557,211.2596,54.4884,347.4362,0,U,63698,999,130,-.31435E-2,-.1046594E-1,.33105E-3
STARLINK-33919,2025-087C,2025-05-07T22:00:01.999584,15.91657446,.0000772,53.1558,211.2554,55.1109,348.7979,0,U,63699,999,144,-.3151E-2,-.105225E-1,.33449E-3
STARLINK-33908,2025-087D,2025-05-07T22:00:01.999584,15.91727124,.0000898,53.1557,211.2503,57.0149,349.3495,0,U,63700,999,130,-.31586E-2,-.1058544E-1,.33835E-3
STARLINK-33950,2025-087E,2025-05-07T22:00:01.999584,15.91768083,.0000803,53.1556,211.2475,55.1399,352.4885,0,U,63701,999,139,-.31573E-2,-.1060329E-1,.33952E-3
STARLINK-33939,2025-087F,2025-05-07T22:00:01.999584,15.91832276,.000086,53.1557,211.2430,55.4663,354.3720,0,U,63702,999,130,-.31624E-2,-.1065531E-1,.34276E-3
STARLINK-33868,2025-087G,2025-05-07T22:00:01.999584,15.91890969,.0000867,53.1557,211.2390,55.7731,356.0403,0,U,63703,999,146,-.31661E-2,-.1069983E-1,.34556E-3
STARLINK-33937,2025-087H,2025-05-07T22:00:01.999584,15.92022051,.0000733,53.1558,211.2296,53.6104,2.6050,0,U,63704,999,130,-.31755E-2,-.1080366E-1,.35212E-3
STARLINK-33848,2025-087J,2025-05-07T22:00:01.999584,15.91960775,.0000837,53.1556,211.2339,56.4456,357.7547,0,U,63705,999,146,-.31745E-2,-.1076643E-1,.34971E-3
STARLINK-33995,2025-087K,2025-05-07T22:00:01.999584,15.92076988,.0000796,53.1555,211.2260,50.8678,7.1781,0,U,63706,999,147,-.31747E-2,-.1083158E-1,.35396E-3
STARLINK-33982,2025-087L,2025-05-07T22:00:01.999584,15.92124203,.000076,53.1557,211.2226,50.8868,8.6666,0,U,63707,999,147,-.31739E-2,-.1085518E-1,.35552E-3
STARLINK-33915,2025-087M,2025-05-07T22:00:01.999584,15.92193008,.0000714,53.1556,211.2180,55.7565,6.0619,0,U,63708,999,130,-.31876E-2,-.109402E-1,.36083E-3
STARLINK-33862,2025-087N,2025-05-07T22:00:01.999584,15.92260092,.0000701,53.1560,211.2134,55.4523,8.5394,0,U,63709,999,144,-.32032E-2,-.1103123E-1,.36654E-3
STARLINK-33920,2025-087P,2025-05-07T22:00:01.999584,15.92307286,.000078,53.1555,211.2103,49.5479,15.9113,0,U,63710,999,130,-.32075E-2,-.1107285E-1,.36922E-3
STARLINK-33580,2025-087Q,2025-05-07T22:00:01.999584,15.92383570,.0000822,53.1555,211.2052,51.3519,16.5682,0,U,63711,999,130,-.32389E-2,-.1122423E-1,.37871E-3
STARLINK-33783,2025-087R,2025-05-07T22:00:01.999584,15.92458316,.0000808,53.1554,211.2000,52.2214,18.0535,0,U,63712,999,147,-.32801E-2,-.1140941E-1,.39042E-3
STARLINK-33773,2025-087S,2025-05-07T22:00:01.999584,15.92534400,.0000754,53.1552,211.1955,52.7420,19.9534,0,U,63713,999,146,-.33252E-2,-.1161009E-1,.40328E-3
STARLINK-33745,2025-087T,2025-05-07T22:00:01.999584,15.92586972,.0000692,53.1550,211.1915,54.8396,19.5076,0,U,63714,999,146,-.33414E-2,-.1169773E-1,.40904E-3
STARLINK-33728,2025-087U,2025-05-07T22:00:01.999584,15.93112479,.0000799,53.1548,211.1544,52.2690,39.8911,0,U,63715,999,146,-.34162E-2,-.1228698E-1,.44958E-3
STARLINK-33749,2025-087V,2025-05-07T22:00:01.999584,15.92641801,.0000769,53.1553,211.1879,55.5388,20.5230,0,U,63716,999,146,-.33595E-2,-.1179386E-1,.41539E-3
STARLINK-33725,2025-087W,2025-05-07T22:00:01.999584,15.93052161,.0000786,53.1550,211.1587,53.1700,36.9742,0,U,63717,999,146,-.34103E-2,-.122276E-1,.44537E-3
STARLINK-33641,2025-087X,2025-05-07T22:00:01.999584,15.92756468,.0000745,53.1550,211.1801,54.3092,25.4788,0,U,63718,999,130,-.33912E-2,-.1197476E-1,.42753E-3
STARLINK-33727,2025-087Y,2025-05-07T22:00:01.999584,15.92879213,.0000802,53.1551,211.1716,52.6010,31.3769,0,U,63719,999,147,-.34121E-2,-.1212467E-1,.43783E-3
STARLINK-33757,2025-087Z,2025-05-07T22:00:01.999584,15.93012362,.0000814,53.1549,211.1621,52.7221,35.9385,0,U,63720,999,130,-.34255E-2,-.1225615E-1,.44709E-3
STARLINK-33774,2025-087AA,2025-05-07T22:00:01.999584,15.92950075,.0000705,53.1554,211.1665,57.6736,28.8081,0,U,63721,999,146,-.34233E-2,-.1220872E-1,.44368E-3
STARLINK-33767,2025-087AB,2025-05-07T22:00:01.999584,15.92690611,.0000835,53.1556,211.1851,51.6914,25.9004,0,U,63722,999,147,-.33679E-2,-.1185298E-1,.41939E-3
STARLINK-33806,2025-087AC,2025-05-07T22:00:01.999584,15.92821075,.0000803,53.1554,211.1760,52.4843,29.5123,0,U,63723,999,147,-.34059E-2,-.1206646E-1,.43377E-3
KUIPER-00008,2025-088A,2025-05-08T04:00:00.999936,15.34318742,.0010393,51.8608,53.5581,146.7590,357.2869,0,U,63724,999,204,.10153E-2,.34077E-3,0
KUIPER-00009,2025-088B,2025-05-08T04:00:00.999936,15.34579255,.000981,51.8645,53.5423,143.5564,8.3564,0,U,63725,999,204,.10253E-2,.34702E-3,0
KUIPER-00010,2025-088C,2025-05-08T04:00:00.999936,15.34488394,.0009813,51.8660,53.5473,144.6269,4.8830,0,U,63726,999,165,.10226E-2,.34508E-3,0
KUIPER-00011,2025-088D,2025-05-08T04:00:00.999936,15.33875741,.0011843,51.8592,53.5862,151.0819,338.8076,0,U,63727,999,180,.99298E-3,.32862E-3,0
KUIPER-00012,2025-088E,2025-05-07T22:00:01.999584,15.33987078,.0011402,51.8578,54.7816,152.0019,39.4384,0,U,63728,999,171,-.48382E-3,-.16532E-3,0
KUIPER-00013,2025-088F,2025-05-07T22:00:01.999584,15.34255830,.0010755,51.8619,54.7650,146.1592,53.8877,0,U,63729,999,181,-.46799E-3,-.16135E-3,0
KUIPER-00014,2025-088G,2025-05-08T04:00:00.999936,15.33774333,.0011889,51.8608,53.5933,154.6260,332.0007,0,U,63730,999,165,.98659E-3,.32541E-3,0
KUIPER-00015,2025-088H,2025-05-07T22:00:01.999584,15.34150431,.0011403,51.8633,54.7743,150.9245,44.6844,0,U,63731,999,208,-.47448E-3,-.16304E-3,0
KUIPER-00016,2025-088J,2025-05-08T04:00:00.999936,15.34667649,.0009121,51.8636,53.5354,142.4411,13.0330,0,U,63732,999,165,.10298E-2,.34949E-3,0
KUIPER-00018,2025-088K,2025-05-08T04:00:00.999936,15.35284781,.0006664,51.8692,53.4916,129.4623,46.8121,0,U,63733,999,165,.1047E-2,.36236E-3,0
